Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Eficiencia_Asignacion_Pct,Estado_Asignacion
J&V Resguardo S.A.C.,77526,3051,95,2011-11-23,2099-12-31,5,4.67,4,0.16666666666666666,0.6666666666666666,107.07,0.33,0.0,0.33,93.4,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,8330,23974,42,2023-10-16,2099-12-31,2,1.5,1,0.5,0.5,133.33,0.5,0.0,0.5,75.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,22949,20956,95,2025-01-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,79127,3123,95,2011-11-23,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,76629,23482,P62,2024-11-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,137079,26646,080,2025-05-08,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,104702,8860,42,2023-12-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,62544,21914,95,2022-07-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17635,48,2024-01-08,2099-12-31,6,3.0,3,0.0,0.0,200.0,3.0,0.0,3.0,50.0,SOBRECARGA
J&V Resguardo S.A.C.,12526,20144,41,2024-03-23,2099-12-31,6,2.0,1,1.0,1.0,300.0,4.0,0.0,4.0,33.33,SOBRECARGA
J&V Resguardo S.A.C.,62015,24667,99,2025-05-09,2099-12-31,4,2.0,2,0.0,0.0,200.0,2.0,0.0,2.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,97938,19395,95,2020-03-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,97938,17908,372,2022-05-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,197232,26649,95,2025-05-05,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,70588,13239,882,2018-09-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,73633,26605,B54,2025-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,125953,26340,95,2025-01-06,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,19539,519,2023-05-03,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,55081,9764,95,2018-06-02,2099-12-31,7,2.33,2,0.16666666666666666,0.3333333333333333,300.43,4.67,0.0,4.67,33.29,SOBRECARGA
J&V Resguardo S.A.C.,22739,26672,A57,2025-05-20,2025-05-23,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,61607,1332,48,2024-02-20,2099-12-31,2,1.0,1,0.0,0.0,200.0,1.0,0.0,1.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,61262,14663,95,2019-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,163891,23478,F36,2023-07-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,90912,5069,95,2014-05-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7139,17932,K68,2025-01-02,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,124672,17667,885,2023-10-16,2099-12-31,20,3.5,3,0.16666666666666666,0.5,571.43,16.5,0.0,16.5,17.5,SOBRECARGA
J&V Resguardo S.A.C.,98454,25173,P48,2024-10-01,2099-12-31,3,1.0,1,0.0,0.0,300.0,2.0,0.0,2.0,33.33,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,144133,22452,L89,2023-04-03,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,71146,5427,18,2021-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,59493,17635,100,2022-09-15,2099-12-31,5,1.0,1,0.0,0.0,500.0,4.0,0.0,4.0,20.0,SOBRECARGA
J&V Resguardo S.A.C.,23973,21718,95,2022-05-06,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,67379,26085,95,2025-03-25,2099-12-31,4,2.33,2,0.16666666666666666,0.3333333333333333,171.67,1.67,0.0,1.67,58.25,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,158229,23530,080,2023-01-09,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,22776,15129,95,2019-07-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,90912,5053,95,2014-04-30,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,24097,1759,95,2022-03-16,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,7941,26249,95,2024-12-16,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,84886,26651,95,2025-05-15,2099-12-31,13,11.67,10,0.16666666666666666,1.6666666666666665,111.4,1.33,0.0,1.33,89.77,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,102591,8355,15,2025-01-01,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23444,22317,95,2022-09-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,147836,24649,H32,2024-09-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,116365,10910,398,2017-04-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,64990,9586,26,2021-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,144133,21689,I94,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,7139,23453,335,2023-07-01,2099-12-31,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,71436,18937,16,2025-05-20,2025-05-22,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,9416,4195,99,2023-03-01,2099-12-31,3,2.0,2,0.0,0.0,150.0,1.0,0.0,1.0,66.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,106877,25750,42,2025-02-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,61607,10233,41,2025-05-18,2025-05-18,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,64990,2151,26,2021-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,105587,8953,95,2022-04-01,2099-12-31,49,39.67,34,0.16666666666666666,5.666666666666666,123.52,9.33,0.0,9.33,80.96,SOBRECARGA
J&V Resguardo S.A.C.,76462,8952,165,2016-04-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,102591,17874,100,2022-02-28,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,156823,22615,156,2022-12-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,22739,10416,18,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,61607,10233,42,2025-05-28,2025-05-28,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,143212,19631,392,2021-02-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,75598,13594,95,2018-12-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,102591,17874,48,2024-01-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,75604,2603,106,2017-02-07,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,63394,23172,95,2025-05-19,2025-05-24,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,69471,2006,53,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,114371,25720,41,2024-08-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,96577,7271,95,2025-01-01,2099-12-31,4,2.33,2,0.16666666666666666,0.3333333333333333,171.67,1.67,0.0,1.67,58.25,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,64608,24407,95,2023-11-29,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17635,389,2023-02-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,86429,21719,42,2025-05-24,2025-05-24,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,111643,18389,J26,2021-11-16,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,94759,10146,885,2016-11-01,2099-12-31,2,1.17,1,0.16666666666666666,0.16666666666666666,170.94,0.83,0.0,0.83,58.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,70588,13578,376,2025-05-30,2025-05-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,112332,13499,48,2021-11-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,98665,7870,64,2022-11-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,125009,14129,156,2024-06-26,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo Selva S.A.C.,75845,26166,95,2024-12-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,111592,26466,95,2025-03-18,2025-05-15,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,116365,13291,398,2018-08-17,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,60776,26645,17,2025-05-10,2025-05-11,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23973,20339,95,2024-11-20,2099-12-31,7,2.33,2,0.16666666666666666,0.3333333333333333,300.43,4.67,0.0,4.67,33.29,SOBRECARGA
J&V Resguardo S.A.C.,64990,20005,26,2021-05-20,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,156823,23402,41,2025-05-16,2025-05-16,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,68953,1950,95,2023-02-08,2099-12-31,5,2.33,2,0.16666666666666666,0.3333333333333333,214.59,2.67,0.0,2.67,46.6,SOBRECARGA
J&V Resguardo S.A.C.,55024,21170,48,2021-12-09,2099-12-31,15,8.0,8,0.0,0.0,187.5,7.0,0.0,7.0,53.33,SOBRECARGA
J&V Resguardo S.A.C.,24546,26157,95,2024-11-29,2025-05-23,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,228415,26631,95,2025-05-05,2099-12-31,9,9.33,8,0.16666666666666666,1.3333333333333333,96.46,-0.33,0.33,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,163872,23474,E10,2023-07-01,2025-05-15,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,152599,21704,K23,2022-05-01,2099-12-31,9,7.0,6,0.16666666666666666,1.0,128.57,2.0,0.0,2.0,77.78,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,82747,26495,413,2025-05-30,2025-05-30,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,70588,13233,Q47,2025-04-03,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,8626,25685,95,2024-03-06,2099-12-31,1,3.0,2,0.5,1.0,33.33,-2.0,2.0,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,68590,20033,95,2021-09-14,2099-12-31,64,2.33,2,0.16666666666666666,0.3333333333333333,2746.78,61.67,0.0,61.67,3.64,SOBRECARGA
J&V Resguardo S.A.C.,55024,21154,48,2024-11-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,23418,92,95,2022-04-01,2099-12-31,22,18.67,16,0.16666666666666666,2.6666666666666665,117.84,3.33,0.0,3.33,84.86,SOBRECARGA
J&V Resguardo S.A.C.,85536,20948,48,2021-10-01,2099-12-31,8,6.0,6,0.0,0.0,133.33,2.0,0.0,2.0,75.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,105587,8953,736,2024-01-08,2099-12-31,4,2.0,2,0.0,0.0,200.0,2.0,0.0,2.0,50.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7006,23408,390,2025-03-10,2099-12-31,1,0.67,1,0.16666666666666666,0.6666666666666666,149.25,0.33,0.0,0.33,67.0,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,76629,23482,F36,2023-07-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,75608,2675,95,2011-08-01,2099-12-31,7,4.67,4,0.16666666666666666,0.6666666666666666,149.89,2.33,0.0,2.33,66.71,SOBRECARGA
J&V Resguardo S.A.C.,70588,13231,882,2018-09-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,153728,26670,519,2025-05-16,2025-05-16,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,131380,14706,95,2019-05-01,2099-12-31,8,9.33,8,0.16666666666666666,1.3333333333333333,85.74,-1.33,1.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,8386,13959,48,2021-03-08,2099-12-31,4,3.0,3,0.0,0.0,133.33,1.0,0.0,1.0,75.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,161437,24785,386,2024-02-10,2099-12-31,0,0.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo Selva S.A.C.,11883,25104,29,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,54554,607,48,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
Liderman Servicios S.A.C.,112043,10043,M59,2023-07-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,7783,25563,151,2024-06-07,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,155782,22341,95,2022-08-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,205725,26014,080,2024-09-30,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,75608,2670,95,2023-08-02,2099-12-31,7,2.33,2,0.16666666666666666,0.3333333333333333,300.43,4.67,0.0,4.67,33.29,SOBRECARGA
J&V Resguardo S.A.C.,9463,22054,53,2024-11-01,2099-12-31,3,1.0,1,0.0,0.0,300.0,2.0,0.0,2.0,33.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,64990,2004,26,2021-03-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,69471,2006,95,2022-05-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,22801,23037,626,2023-05-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,106877,25748,95,2024-08-15,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,69289,22868,080,2023-02-13,2099-12-31,0,1.15,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,70588,14697,42,2025-05-10,2025-05-10,3,1.17,1,0.16666666666666666,0.16666666666666666,256.41,1.83,0.0,1.83,39.0,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,78042,7940,D93,2019-07-20,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,23649,26432,95,2025-02-28,2025-05-14,0,2.33,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,8330,23927,156,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,9463,4849,59,2020-02-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,56913,19728,95,2024-12-02,2099-12-31,8,2.33,2,0.16666666666666666,0.3333333333333333,343.35,5.67,0.0,5.67,29.12,SOBRECARGA
J&V Resguardo S.A.C.,75979,6649,165,2020-04-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,135347,16108,53,2019-10-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,68590,20140,113,2023-04-20,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,7006,22813,95,2023-02-04,2099-12-31,1,2.33,2,0.16666666666666666,0.3333333333333333,42.92,-1.33,1.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,144638,19987,42,2025-01-01,2099-12-31,3,4.5,3,0.5,1.5,66.67,-1.5,1.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,68590,20140,I32,2021-06-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo Selva S.A.C.,,9492,95,2025-01-01,2099-12-31,0,12.0,8,0.5,4.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,55024,21177,O87,2024-07-15,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,89419,20273,95,2025-04-01,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,7592,5129,118,2023-08-05,2099-12-31,3,1.0,1,0.0,0.0,300.0,2.0,0.0,2.0,33.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,23514,95,097,2021-01-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,56913,19700,95,2021-12-01,2099-12-31,6,2.33,2,0.16666666666666666,0.3333333333333333,257.51,3.67,0.0,3.67,38.83,SOBRECARGA
J&V Resguardo S.A.C.,85536,20948,95,2021-10-01,2099-12-31,3,4.67,4,0.16666666666666666,0.6666666666666666,64.24,-1.67,1.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,107998,17603,113,2025-01-01,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,9463,19670,41,2025-05-06,2025-05-06,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,77526,4103,D37,2025-01-01,2099-12-31,1,1.5,1,0.5,0.5,66.67,-0.5,0.5,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,86429,26507,41,2025-05-12,2025-05-12,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,55024,21157,95,2021-12-09,2099-12-31,7,7.0,6,0.16666666666666666,1.0,100.0,0.0,0.0,0.0,100.0,EXACTO
J&V Resguardo S.A.C.,56913,19724,113,2021-03-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,85536,21753,519,2025-05-15,2025-05-18,0,4.67,4,0.16666666666666666,0.6666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
Liderman Servicios S.A.C.,112043,23595,L39,2023-07-01,2099-12-31,0,1.17,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,228474,26635,41,2025-05-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
Liderman Servicios S.A.C.,54550,23331,M59,2023-06-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,59493,17635,100,2023-01-09,2099-12-31,5,2.0,2,0.0,0.0,250.0,3.0,0.0,3.0,40.0,SOBRECARGA
J&V Resguardo S.A.C.,64608,26443,95,2025-03-01,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,71965,12909,42,2025-01-01,2099-12-31,1,1.17,1,0.16666666666666666,0.16666666666666666,85.47,-0.17,0.17,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,119242,25755,080,2024-08-12,2099-12-31,0,3.0,2,0.5,1.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,144638,25152,184,2025-05-22,2099-12-31,0,1.5,1,0.5,0.5,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,88625,26650,969,2023-10-26,2099-12-31,3,2.0,2,0.0,0.0,150.0,1.0,0.0,1.0,66.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,108201,9476,95,2019-12-01,2099-12-31,50,39.0,26,0.5,13.0,128.21,11.0,0.0,11.0,78.0,SOBRECARGA
J&V Resguardo S.A.C.,82747,4468,95,2024-01-19,2099-12-31,2,2.33,2,0.16666666666666666,0.3333333333333333,85.84,-0.33,0.33,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,169029,24444,48,2024-08-26,2099-12-31,0,1.0,1,0.0,0.0,,,0.0,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,23444,26162,95,2024-12-02,2099-12-31,3,2.33,2,0.16666666666666666,0.3333333333333333,128.76,0.67,0.0,0.67,77.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,9463,20008,H94,2021-05-17,2099-12-31,4,4.67,4,0.16666666666666666,0.6666666666666666,85.65,-0.67,0.67,0.0,100.0,FALTA_LEVE
J&V Resguardo S.A.C.,24546,1148,187,1997-04-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,EXACTO
