Compañía,NOMBRE_CLIENTE,Cliente,NOMBRE_UNIDAD,Unidad,NOMBRE_SERVICIO,Servicio,Grupo,NOMBRE_GRUPO,MACROZONA,ZONA,Fecha_Inicio_Min,Fecha_Fin_Max,Personal_Real,Personal_Estimado,Personal_Base,Factor_Promedio,Descanseros_Total,Cobertura_Total_Pct,Cobertura_Diferencial,Personal_Faltante,Personal_Sobrante,Estado_Asignacion
J&V Resguardo S.A.C.,PARQUE DEL NORTE S.A.,154867,Parque del Norte Vivero Trujillo,22117,AGENTE SEGURIDAD 24 HRS L/D,95,0108,GRUPO JARDINES,REGION NORTE,REGION TRUJILLO,2022-08-15,2099-12-31,4,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,171.43,1.67,0.0,1.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,AGROLMOS SOCIEDAD ANONIMA - AGROLMOS S.A.,121436,Agrolmos Campamento Olmos,21226,SUPERVISOR SEGURIDAD 24 HRS L/D,165,0002,GRUPO GLORIA,REGION NORTE,REGION CHICLAYO,2022-01-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,MEDIFARMA S A,23973,Medifarma Almacén Sinex Santa Sofia,21718,AGENTE SEGURIDAD 24 HRS L/D,95,0013,GRUPO MEDIFARMA,ZONA CENTRO,ZONA C3,2022-05-06,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PERUFARMA S A,24097,Perufarma Paucarpata,26220,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION AREQUIPA,2025-01-02,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,GAS NATURAL DE LIMA Y CALLAO S.A.,86429,Serv. Adic. Calidda Sede San Borja,23665,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,"","",ZONA SUR,ZONA S1,2025-05-15,2025-05-18,0,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,111212,H & M Real Plaza Arequipa,21768,AGENTE SEGURIDAD 10 HRS L/D (DIA),305,"","",REGION SUR,REGION AREQUIPA,2022-06-13,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,111643,Local San Isidro Real 6,18382,AGENTE SEGURIDAD 24 HRS L/D,95,0073,GRUPO CENTENARIO,ZONA RETAIL,ZONA RT1,2020-06-30,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,97938,Cibertec Sede Cercado de Lima,17908,AGENTE SEGURIDAD 24 HRS L/D,95,0107,GRUPO LAUREATE,ZONA CENTRO,ZONA C5,2020-03-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,XIMESA S.A.C.,98454,Reyplast Planta Ate,13411,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),156,"","",ZONA CENTRO,ZONA C3,2022-05-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,IFF PERU S.A.,96577,Tienda Santa Anita Rosales 294,8211,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA DISPONIBLES LIMA CENTRO,2025-01-06,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP PDR Campus,25057,PREVENCIONISTA DE RIESGOS 08 HRS MA/D DÍA,L38,"","",ZONA NORTE,ZONA N8,2024-03-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CORPORACION ACEROS AREQUIPA S.A.,22801,Aceros Arequipa Viviendas y Suites Sede Pisco,23038,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION ICA,2023-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,GSP SERVICIOS GENERALES S.A.C.,85762,AUNA Torre Panamá San Isidro,21651,AGENTE PREVENCIÓN 12 HRS L/S DÍA,K25,0129,GRUPO AUNA,ZONA CENTRO,ZONA C7,2022-05-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,EF & P INVERSIONES S.A.C.,72879,Local Calle Marie Curie 398 Ate,23266,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C3,2023-01-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,111212,Serv. Adic. H & M Real Plaza Puruchuco,21794,AGENTE SEGURIDAD 10 HRS L/D (NOCHE),928,"","",ZONA RETAIL,ZONA RT1,2025-05-13,2025-05-16,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,DISTRIBUIDORA NORTE PACASMAYO SRL,12349,Cantera SOJO,26449,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0023,GRUPO PACASMAYO,REGION NORTE,REGION PIURA,2025-01-01,2025-05-02,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,ROSEN PERU S.A.,24308,Rosen Tienda Chacarilla,1864,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA SUR,ZONA S3,2021-03-01,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,REFINERIA LA PAMPILLA S.A.A,68590,Relapasa Mandos Medios,20140,JEFE DE ZONA S/ VEHICULO 12 HRS L/S DÍA,Q06,0099,GRUPO REPSOL,ZONA SUR,ZONA REPSOL MANDOS MEDIOS,2021-06-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,54550,Tottus Sede Quilca Parking,23335,AGENTE PARKING 08 HRS L/D TARDE,F35,"","",ZONA PARKING Y DELIVERY,ZONA PD2,2023-06-01,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,75979,Planta Pre Mezclado Moquegua,6648,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0002,GRUPO GLORIA,REGION SUR,REGION MOQUEGUA,2025-03-17,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Centrum,9527,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,"","",ZONA SUR,ZONA S1,2020-05-14,2099-12-31,2,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,171.43,0.83,0.0,0.83,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,RACIONALIZACION EMPRESARIAL SA,22995,Guardianía Las Torcazas,8054,GUARDIAN 24 HRS L/D,080,0002,GRUPO GLORIA,ZONA RESIDENCIAS,ZONA RG1,2015-07-01,2099-12-31,0,1.1538461538461537,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CARATI E.I.R.L.,137117,Serv. Adic. Carati Miraflores,25773,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C10,2025-05-04,2025-05-04,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,PERUFARMA S A,24097,Perufarma Sede Schick,1759,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA CENTRO,ZONA C9,2024-11-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REFINERIA LA PAMPILLA S.A.A,68590,Refineria SSOMA (Tareo),26494,SUPERVISOR SSOMA 12 HRS L/S DÍA,E94,0099,GRUPO REPSOL,ZONA NORTE,ZONA N1,2025-02-25,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
Liderman Servicios S.A.C.,LIDERMAN SERVICIOS S.A.C.,108939,Conductor Parking (Tareo),20925,AGENTE CONDUCTOR 08 HRS L/S DÍA,I92,"","",ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2021-09-01,2099-12-31,1,2.0,2,0.0,0.0,50.0,-1.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,7592,Antamina Mina Huaraz,4992,AGENTE CAMPO 08 HRS L/D DÍA,F89,"","",REGION NORTE,REGION HUARAZ,2025-01-01,2099-12-31,2,3.5,2,0.75,1.5,57.14,-1.5,1.5,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,61262,America TV Local Pachacamac,14672,SUPERVISOR SEGURIDAD 24 HRS L/D,165,"","",ZONA SUR,ZONA S6,2019-05-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,XIMESA S.A.C.,98454,Reyplast Planta Ate,13411,AGENTE SEGURIDAD 12 HRS L/V (DÍA),53,"","",ZONA CENTRO,ZONA C3,2025-01-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,8795,SET Alto Luna,3182,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION SUR,REGION ICA,2012-06-16,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,OPERADORA PERUANA DE CINES S.A.C,151094,Cinepolis Sede Lima Norte,26571,AGENTE SEGURIDAD 08 HRS L/D TARDE,519,"","",ZONA NORTE,ZONA N7,2025-04-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,UNITRADE S.A.C.,63597,Unitrade Sede Anexo 1,26392,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA NORTE,ZONA N9,2025-02-14,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MARCOBRE S.A.C.,83736,Mina Justa,26663,SUPERVISOR OPERARIVO JUNIOR 24 HRS L/D,Q54,"","",REGION SUR,REGION ICA,2025-05-01,2099-12-31,2,3.0,2,0.5,1.0,66.67,-1.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,55081,APM Inland Almacén Paita,7505,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION PIURA,2023-12-08,2099-12-31,24,23.33333333333333,20,0.16666666666666666,3.333333333333334,102.86,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,PLUSPETROL PERU CORPORATION S.A.,108413,Pluspetrol Sede Las Malvinas Lote 56-88,9636,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION SUR,REGION CUZCO,2023-12-01,2099-12-31,6,4.5,3,0.5,1.5,133.33,1.5,0.0,1.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,ALICORP SAA,71436,Alicorp Conductor Sr. Alvaro Correo,25041,AGENTE CONDUCTOR 12 HRS L/S DÍA,504,0071,GRUPO ROMERO,ZONA RESGUARDOS,ZONA CR2,2024-03-04,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,CAL & CEMENTO SUR S.A.,22776,Planta Caracoto,301,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0002,GRUPO GLORIA,REGION SUR,REGION PUNO,2019-07-01,2099-12-31,4,3.5,3,0.16666666666666666,0.5,114.29,0.5,0.0,0.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,CONAFOVICER,161437,Serv. Adic. Conafovicer Iquitos,26630,AGENTE SEGURIDAD 12 HRS D/V (NOCHE),640,"","",REGION ORIENTE,REGION IQUITOS,2025-05-01,2025-05-29,0,1.0,1,0.0,0.0,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,CORPORACION ANDINA DEL GAS PERU SOCIEDAD ANONIMA C,84045,Chaskigas - Planta Socabaya,26356,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",REGION SUR,REGION AREQUIPA,2025-01-27,2029-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,120215,Proyecto Sunny - La Joya,25754,AGENTE SEGURIDAD 08 HRS L/V (DÍA),20,0125,GRUPO KALLPA,REGION SUR,REGION AREQUIPA,2025-01-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,IN GROUP CONSULTORIA E INVERSIONES S.A.C.,141493,In Group C.E.I Edificio Pedro de Osma,21459,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C12,2022-03-15,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,23444,Planta Huachipa,93,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0002,GRUPO GLORIA,ZONA CENTRO,ZONA C1,2014-01-01,2099-12-31,4,3.5,3,0.16666666666666666,0.5,114.29,0.5,0.0,0.5,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,COLEGIO SS CC RECOLETA,10864,Colegio Recoleta La Molina,847,SUPERVISOR SEGURIDAD 12 HRS L/S (DIA),156,"","",ZONA SUR,ZONA S6,2017-12-01,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,SAN FERNANDO S.A.,8330,San Fernando Plantel ex PV-03 Cerdos Chilca,23847,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,"","",ZONA SUR,ZONA S5,2023-10-16,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,REFAX PERÚ S.A.,156384,Serv. Adic. Refax Sede Punta Hermosa,22958,AGENTE SEGURIDAD 09 HRS L/D (DÍA),22,"","",ZONA SUR,ZONA S5,2025-05-10,2025-05-10,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,7409,UPC Estudio 214 San Borja,3422,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,0107,GRUPO LAUREATE,ZONA SUR,ZONA S1,2024-11-18,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,CONSORCIO TRANSMANTARO S.A.,93918,CTM SE Mollepata Ayacucho,12867,AGENTE SEGURIDAD 24 HRS L/D,95,0059,GRUPO RED,REGION CENTRO,REGION AYACUCHO,2018-04-16,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,70588,Real Plaza Primavera,13237,JEFE DE GRUPO 24 HRS L/D,106,"","",ZONA RETAIL,ZONA RT1,2018-09-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,MAERSK LOGISTICS AND SERVICES CHILE SPA,168674,Maersk GPS Chile,26544,OPERADOR GPS 24 HRS L/D,B54,"","",ZONA NORTE,ZONA N5,2025-01-01,2099-12-31,7,6.0,4,0.5,2.0,116.67,1.0,0.0,1.0,SOBRECARGA_LEVE
Liderman Servicios S.A.C.,ONCOCENTER PERU S.A.C.,144133,AUNA Guardia Civil San Borja Parking,22331,VALET PARKING 12 HRS L/V + 09 HRS SAB DÍA,L15,0129,GRUPO AUNA,ZONA PARKING Y DELIVERY,ZONA PD1,2022-09-19,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,AGP PERU S.A.C.,66303,AGP Local Guillermo Dansey Lima II,7300,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA NORTE,ZONA N8,2020-01-01,2099-12-31,5,4.666666666666667,4,0.16666666666666666,0.6666666666666666,107.14,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,MINERA BOROO MISQUICHILCA S.A.,134103,Serv. Adic. Minera Boro Piedra Grande,26122,AGENTE SEGURIDAD PATRULLA 08 HRS L/D DIA,P82,"","",REGION NORTE,REGION TRUJILLO,2024-11-10,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,FERREYROS SOCIEDAD ANÓNIMA,82747,Local Ciudad Huaraz,3206,AGENTE SEGURIDAD 24 HRS L/D,95,0044,GRUPO FERREYROS,REGION NORTE,REGION HUARAZ,2012-01-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,REPSOL COMERCIAL SAC,7006,Repsol Ultracom Trujillo,16462,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0099,GRUPO REPSOL,REGION NORTE,REGION TRUJILLO,2019-11-05,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PROMOTORA GENESIS S.A.C.,124172,Socopur Local Chorrillos,13018,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA SUR,ZONA S4,2019-05-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,GAS NATURAL DE LIMA Y CALLAO S.A.,86429,Calidda ERP El Agustino,21445,AGENTE SEGURIDAD 24 HRS L/D,95,"","",ZONA CENTRO,ZONA C4,2022-03-22,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,67486,Statkraft CH Cahua,25716,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION HUACHO,2024-08-01,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,AGROINDUSTRIAL DEL PERU SOCIEDAD ANONIMA CERRADA,55712,Guardianía Moquegua,2154,GUARDIAN 24 HRS L/D,080,0002,GRUPO GLORIA,REGION SUR,REGION MOQUEGUA,2019-07-01,2099-12-31,0,1.1538461538461537,1,0.15384615384615385,0.15384615384615385,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,TERMINAL INTERNACIONAL DEL SUR S.A.,108201,Serv. Adic. Tisur Planta Matarani,14906,AGENTE SEGURIDAD 24 HRS L/D,95,0071,GRUPO ROMERO,REGION SUR,REGION AREQUIPA,2024-08-23,2099-12-31,0,4.666666666666667,4,0.16666666666666666,0.6666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,YURA S.A.,23085,Conductor Director Comercial Yura,25113,CONDUCTOR SEGURIDAD 12 HRS L/S DÍA,895,0002,GRUPO GLORIA,REGION SUR,REGION AREQUIPA,2024-01-29,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo Selva S.A.C.,TRANSBER S.A.C.,134341,Transber Iquitos,15689,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION ORIENTE,REGION IQUITOS,2022-05-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,MAERSK LOGISTICS & SERVICES PERU S.A.,55081,APM Inland Almacén Paita,7505,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),151,"","",REGION NORTE,REGION PIURA,2023-11-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,PLUSPETROL PERU CORPORATION S.A.,108413,Pluspetrol Sede Pisco,9571,JEFE DE GRUPO CCTV 24 HRS L/D,J34,"","",REGION SUR,REGION ICA,2024-11-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,23444,Planta Cusco,834,AGENTE SEGURIDAD 24 HRS L/D,95,0002,GRUPO GLORIA,REGION SUR,REGION CUZCO,2019-07-01,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,54550,Tottus Dominicos Callao Parking,25943,AGENTE PARKING 08 HRS L/D DÍA,F36,"","",ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,2024-09-16,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,72263,Rambla San Borja,3396,AGENTE SEGURIDAD 12 HRS L/S NOCHE,49,0045,GRUPO BRECA,ZONA RETAIL,ZONA RT1,2024-03-28,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,NEW COMPANY DEL PERU S.A.,98914,Yoy Lima Box Park,7699,AGENTE SEGURIDAD 12 HRS J/D DÍA,F73,0117,GRUPO JOCKEY,ZONA RETAIL,ZONA RT1,2024-02-01,2099-12-31,1,0.6666666666666666,1,0.16666666666666666,0.6666666666666666,150.0,0.33,0.0,0.33,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,77526,CMB Proyecto San Gabriel Bocamina,26246,AGENTE SEGURIDAD 24 HRS L/D (Acuartelado),96,0047,GRUPO BUENAVENTURA,REGION SUR,REGION PUNO,2024-12-23,2099-12-31,3,3.0,2,0.5,1.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,PUCP Biblioteca CIA,17655,OPERADOR CENTRO CONTROL 08 HRS L/S TARDE,K98,"","",ZONA NORTE,ZONA N8,2024-01-02,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,SERVICIOS GENERALES INMOBILIARIOS NUEVO MUNDO S.A.,85652,Edificio CEM II Jorge Chavez,1694,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA CENTRO,ZONA C10,2022-05-01,2099-12-31,3,3.0,3,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",62594,Southern Perú Oficina Principal,1403,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA SUR,ZONA S3,2018-04-01,2099-12-31,2,2.0,2,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,UNIVERSIDAD DE PIURA,66965,UDEP CP Puerta San Jose Maria,22932,AGENTE SEGURIDAD 08 HRS L/S DÍA,18,"","",REGION NORTE,REGION PIURA,2023-03-20,2099-12-31,1,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,EXACTO
J&V Resguardo S.A.C.,AGP PERU S.A.C.,66303,AGP Local Guillermo Dansey Lima I,1751,AGENTE SEGURIDAD 12 HRS L/S DÍA,48,"","",ZONA NORTE,ZONA N8,2025-04-21,2099-12-31,1,2.0,2,0.0,0.0,50.0,-1.0,1.0,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,INDUSTRY & LOGISTICS MANAGEMENT SOCIEDAD ANONIMA,161360,ILM Parque Industrial Sede Trujillo,23046,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION TRUJILLO,2023-05-01,2099-12-31,3,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,128.57,0.67,0.0,0.67,SOBRECARGA_LEVE
J&V Resguardo S.A.C.,GRUPO CREDITO S.A.,137596,Resguardo Residencia Romero LRB,20421,AGENTE SEGURIDAD 12 HRS L/D DÍA,41,"","",ZONA RESGUARDOS,ZONA CR2,2021-08-01,2099-12-31,1,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,85.71,-0.17,0.17,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,"",,Planta Arequipa,3174,AGENTE SEGURIDAD 12 HRS L/D NOCHE,42,0056,GRUPO GLORIA DISTRIBUIDO,REGION SUR,REGION AREQUIPA,2019-07-01,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
J&V Resguardo S.A.C.,SAN FERNANDO S.A.,8330,San Fernando Agri 10 / Plantel 501 Fundo Villa Victoria,23837,AGENTE SEGURIDAD 24 HRS L/D,95,"","",REGION NORTE,REGION HUACHO,2023-10-16,2099-12-31,2,2.3333333333333335,2,0.16666666666666666,0.3333333333333333,85.71,-0.33,0.33,0.0,FALTA_LEVE
J&V Resguardo S.A.C.,H & M HENNES & MAURITZ S.A.C.,111212,Serv. Adic. H & M Jockey Plaza,26189,AGENTE SEGURIDAD 09 HRS L/D NOCHE,23,"","",ZONA RETAIL,ZONA RT1,2025-05-05,2099-12-31,0,1.1666666666666667,1,0.16666666666666666,0.16666666666666666,,,0.0,0.0,NO_PLANIFICADO
