Cliente_Final,COD UNID,Servicio_Limpio,Personal_Real,Compañía_PA,Nombre_Cliente_PA,Nombre_Unidad_PA,Nombre_Servicio_PA,Clave_Mezclado,Cliente_Final_right,Unidad_Str,Servicio_Limpio_right,Personal_Estimado,Compañía_SV,Nombre_Cliente_SV,Nombre_Unidad_SV,Nombre_Servicio_SV,Zona_SV,Macrozona_SV,Diferencia,Cobertura_Pct,Estado
23418,1143.0,95,9,J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,Impala Local Miller,AGENTE SEGURIDAD 24 HRS L/D,23418_1143_95,23418,1143,95,9.333333333333334,J&V Resguardo S.A.C.,IMPALA TERMINALS PERU S.A.C.,Impala Local Miller,AGENTE SEGURIDAD 24 HRS L/D,ZONA N9,ZONA NORTE,-0.33,96.43,FALTA
7592,4992.0,F85,2,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mina Huaraz,ADMINISTRADOR 08 HRS L/D DÍA,7592_4992_F85,7592,4992,F85,3.5,J&V Resguardo S.A.C.,COMPAÑIA MINERA ANTAMINA S.A.,Antamina Mina Huaraz,ADMINISTRADOR 08 HRS L/D DÍA,REGION HUARAZ,REGION NORTE,-1.5,57.14,FALTA
111643,18386.0,95,2,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Torre El Pilar,AGENTE SEGURIDAD 24 HRS L/D,111643_18386_95,111643,18386,95,2.3333333333333335,J&V Resguardo S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,Local San Isidro Torre El Pilar,AGENTE SEGURIDAD 24 HRS L/D,ZONA RT1,ZONA RETAIL,-0.33,85.71,FALTA
9416,15683.0,337,2,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Edifício Torre Begonias Recepción,AGENTE RECEPCIONISTA 08 HRS L/V (DIA),9416_15683_337,9416,15683,337,2.0,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Edifício Torre Begonias Recepción,AGENTE RECEPCIONISTA 08 HRS L/V (DIA),ZONA C6,ZONA CENTRO,0.0,100.0,EXACTO
110850,9818.0,22,1,J&V Resguardo S.A.C.,JARDINES DE LURIN SOCIEDAD ANONIMA,Jardines Lurin Local Lurin,AGENTE SEGURIDAD 09 HRS L/D (DÍA),110850_9818_22,110850,9818,22,1.1666666666666667,J&V Resguardo S.A.C.,JARDINES DE LURIN SOCIEDAD ANONIMA,Jardines Lurin Local Lurin,AGENTE SEGURIDAD 09 HRS L/D (DÍA),ZONA S4,ZONA SUR,-0.17,85.71,FALTA
,,,0,,,,,144638_25979_A18,144638,25979,A18,1.5,J&V Resguardo S.A.C.,MINERA BARRICK PERU S.A.,Minera Barrick Exploraciones,AGENTE SEGURIDAD 12 HRS L/D DÍA.,REGION HUARAZ,REGION NORTE,,,INDETERMINADO
58298,3290.0,42,1,J&V Resguardo S.A.C.,SOCIEDAD NACIONAL DE INDUSTRIAS,SNI Local San Isidro,AGENTE SEGURIDAD 12 HRS L/D NOCHE,58298_3290_42,58298,3290,42,1.1666666666666667,J&V Resguardo S.A.C.,SOCIEDAD NACIONAL DE INDUSTRIAS,SNI Local San Isidro,AGENTE SEGURIDAD 12 HRS L/D NOCHE,ZONA C11,ZONA CENTRO,-0.17,85.71,FALTA
108559,20245.0,95,2,J&V Resguardo S.A.C.,VTECNICA S.A.C.,Vtecnica Local Asteroides Chorrillos,AGENTE SEGURIDAD 24 HRS L/D,108559_20245_95,108559,20245,95,2.3333333333333335,J&V Resguardo S.A.C.,VTECNICA S.A.C.,Vtecnica Local Asteroides Chorrillos,AGENTE SEGURIDAD 24 HRS L/D,ZONA S4,ZONA SUR,-0.33,85.71,FALTA
71436,9700.0,95,5,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Depósito Callao,AGENTE SEGURIDAD 24 HRS L/D,71436_9700_95,71436,9700,95,4.666666666666667,J&V Resguardo S.A.C.,ALICORP SAA,Alicorp Depósito Callao,AGENTE SEGURIDAD 24 HRS L/D,ZONA N1,ZONA NORTE,0.33,107.14,SOBRECARGA
71965,12905.0,519,5,J&V Resguardo S.A.C.,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP Aeropuerto Arequipa,AGENTE SEGURIDAD 08 HRS L/D TARDE,71965_12905_519,71965,12905,519,5.833333333333333,J&V Resguardo S.A.C.,AEROPUERTOS ANDINOS DEL PERU S.A.,AAP Aeropuerto Arequipa,AGENTE SEGURIDAD 08 HRS L/D TARDE,REGION AREQUIPA,REGION SUR,-0.83,85.71,FALTA
81865,25607.0,776,1,Liderman Servicios S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Los Olivos Parking,VALET PARKING 12 HRS L/D DÍA,81865_25607_776,81865,25607,776,2.3333333333333335,Liderman Servicios S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,Sanna Los Olivos Parking,VALET PARKING 12 HRS L/D DÍA,ZONA PARKING Y DELIVERY,ZONA PARKING Y DELIVERY,-1.33,42.86,FALTA
23001,26412.0,95,10,J&V Resguardo S.A.C.,SOLGAS S.A.,Solgas Envasado Ventanilla,AGENTE SEGURIDAD 24 HRS L/D,23001_26412_95,23001,26412,95,9.333333333333334,J&V Resguardo S.A.C.,SOLGAS S.A.,Solgas Envasado Ventanilla,AGENTE SEGURIDAD 24 HRS L/D,ZONA N2,ZONA NORTE,0.67,107.14,SOBRECARGA
,,,0,,,,,23649_26203_080,23649,26203,080,1.1538461538461537,J&V Resguardo Selva S.A.C.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,Guardiania Rosanaico,GUARDIAN 24 HRS L/D,REGION SAN MARTIN,REGION ORIENTE,,,INDETERMINADO
63181,1492.0,95,2,J&V Resguardo S.A.C.,TECH TRADE S.A.C.,Tech Trade Local Chorrillos,AGENTE SEGURIDAD 24 HRS L/D,63181_1492_95,63181,1492,95,2.3333333333333335,J&V Resguardo S.A.C.,TECH TRADE S.A.C.,Tech Trade Local Chorrillos,AGENTE SEGURIDAD 24 HRS L/D,ZONA S4,ZONA SUR,-0.33,85.71,FALTA
72263,3396.0,460,3,J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,Rambla San Borja,OPERADOR CENTRO CONTROL 24 HRS L/D (3 TURNOS),72263_3396_460,72263,3396,460,3.5,J&V Resguardo S.A.C.,INVERSIONES SAN BORJA S A,Rambla San Borja,OPERADOR CENTRO CONTROL 24 HRS L/D (3 TURNOS),ZONA RT1,ZONA RETAIL,-0.5,85.71,FALTA
163891,23478.0,L39,1,Liderman Servicios S.A.C.,INMOBILIARIA BOTAFOGO S.A.C.,CC Mega Plaza Chincha,AGENTE PARKING 04 HRS L/D DÍA,163891_23478_L39,163891,23478,L39,1.1666666666666667,Liderman Servicios S.A.C.,INMOBILIARIA BOTAFOGO S.A.C.,CC Mega Plaza Chincha,AGENTE PARKING 04 HRS L/D DÍA,ZONA PD3,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
112043,10043.0,L59,2,Liderman Servicios S.A.C.,MALL PLAZA PERÚ S.A.,Mall Plaza Sede Trujillo Parking,CAJERO PARKING 08 HRS L/D DIA,112043_10043_L59,112043,10043,L59,4.666666666666667,Liderman Servicios S.A.C.,MALL PLAZA PERÚ S.A.,Mall Plaza Sede Trujillo Parking,CAJERO PARKING 08 HRS L/D DIA,ZONA PD7,ZONA PARKING Y DELIVERY,-2.67,42.86,FALTA
,,,0,,,,,71436_18937_16,71436,18937,16,8.166666666666668,J&V Resguardo S.A.C.,ALICORP SAA,Serv. Adic. Alicorp Edif Miraflores,AGENTE SEGURIDAD 08 HRS L/D DÍA,ZONA C12,ZONA CENTRO,,,INDETERMINADO
157772,22780.0,E10,1,Liderman Servicios S.A.C.,INMOBILIARIA SIC S.A.,C. Comercial San Isidro Parking,AGENTE PARKING 12 HRS L/D DÍA,157772_22780_E10,157772,22780,E10,1.1666666666666667,Liderman Servicios S.A.C.,INMOBILIARIA SIC S.A.,C. Comercial San Isidro Parking,AGENTE PARKING 12 HRS L/D DÍA,ZONA PD2,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
9416,5185.0,95,1,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Centro Comercial Paso 28 de Julio,AGENTE SEGURIDAD 24 HRS L/D,9416_5185_95,9416,5185,95,2.3333333333333335,J&V Resguardo S.A.C.,URBANIZADORA JARDIN S A,Centro Comercial Paso 28 de Julio,AGENTE SEGURIDAD 24 HRS L/D,ZONA C12,ZONA CENTRO,-1.33,42.86,FALTA
158598,22837.0,41,1,J&V Resguardo S.A.C.,CORP FUNG S.A.C.,Corp Fung Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,158598_22837_41,158598,22837,41,1.1666666666666667,J&V Resguardo S.A.C.,CORP FUNG S.A.C.,Corp Fung Callao,AGENTE SEGURIDAD 12 HRS L/D DÍA,ZONA N4,ZONA NORTE,-0.17,85.71,FALTA
8795,1000.0,53,1,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,Sede Pisco,AGENTE SEGURIDAD 12 HRS L/V (DÍA),8795_1000_53,8795,1000,53,1.0,J&V Resguardo S.A.C.,ELECTRO DUNAS S.A.A.,Sede Pisco,AGENTE SEGURIDAD 12 HRS L/V (DÍA),REGION ICA,REGION SUR,0.0,100.0,EXACTO
,,,0,,,,,77667_19325_95,77667,19325,95,2.3333333333333335,J&V Resguardo S.A.C.,PESQUERA DIAMANTE S.A.,Serv. Adic. Pesquera Diamante Planta Supe,AGENTE SEGURIDAD 24 HRS L/D,REGION HUACHO,REGION NORTE,,,INDETERMINADO
120689,12254.0,F35,11,Liderman Servicios S.A.C.,MALL PLAZA INMOBILIARIA S.A.,Mall Plaza Sede Comas Parking,AGENTE PARKING 08 HRS L/D TARDE,120689_12254_F35,120689,12254,F35,10.5,Liderman Servicios S.A.C.,MALL PLAZA INMOBILIARIA S.A.,Mall Plaza Sede Comas Parking,AGENTE PARKING 08 HRS L/D TARDE,ZONA PD6,ZONA PARKING Y DELIVERY,0.5,104.76,SOBRECARGA
,,,0,,,,,105799_8979_53,105799,8979,53,1.0,J&V Resguardo S.A.C.,COLGATE-PALMOLIVE PERU S A,Colpal Local Miraflores,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA C12,ZONA CENTRO,,,INDETERMINADO
54550,12689.0,42,1,J&V Resguardo S.A.C.,HIPERMERCADOS TOTTUS S.A.,Hipermercados Tottus Chepen,AGENTE SEGURIDAD 12 HRS L/D NOCHE,54550_12689_42,54550,12689,42,1.1666666666666667,J&V Resguardo S.A.C.,HIPERMERCADOS TOTTUS S.A.,Hipermercados Tottus Chepen,AGENTE SEGURIDAD 12 HRS L/D NOCHE,REGION CHICLAYO,REGION NORTE,-0.17,85.71,FALTA
146130,20198.0,151,1,J&V Resguardo S.A.C.,CLINICA JAVIER PRADO S A,Clinica Javier Prado San Isidro,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),146130_20198_151,146130,20198,151,1.1666666666666667,J&V Resguardo S.A.C.,CLINICA JAVIER PRADO S A,Clinica Javier Prado San Isidro,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),ZONA C7,ZONA CENTRO,-0.17,85.71,FALTA
132919,15084.0,18,2,J&V Resguardo S.A.C.,COOP. SERVICIOS EDUCACIONALES ABRAHAM LI,Colegio Abraham Lincoln La Molina,AGENTE SEGURIDAD 08 HRS L/S DÍA,132919_15084_18,132919,15084,18,4.0,J&V Resguardo S.A.C.,COOP. SERVICIOS EDUCACIONALES ABRAHAM LI,Colegio Abraham Lincoln La Molina,AGENTE SEGURIDAD 08 HRS L/S DÍA,ZONA S6,ZONA SUR,-2.0,50.0,FALTA
63394,23175.0,G55,2,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas 147 Mall Plaza Comas,"AGENTE SEGURIDAD 09 HRS VIE, SÁB Y DOM DÍA",63394_23175_G55,63394,23175,G55,1.1666666666666667,J&V Resguardo S.A.C.,ADIDAS PERU S.A.C,Adidas Mall Plaza Comas,"AGENTE SEGURIDAD 09 HRS VIE, SÁB Y DOM DÍA",ZONA N2,ZONA NORTE,0.83,171.43,SOBRECARGA
114371,25720.0,113,3,J&V Resguardo S.A.C.,NUESTRA SENORA DEL SAGRADO CORAZON,Clinica Stella Maris Pueblo Libre,OPERADOR CENTRO CONTROL 24 HRS L/D,114371_25720_113,114371,25720,113,2.3333333333333335,J&V Resguardo S.A.C.,NUESTRA SENORA DEL SAGRADO CORAZON,Clinica Stella Maris Pueblo Libre,OPERADOR CENTRO CONTROL 24 HRS L/D,ZONA C11,ZONA CENTRO,0.67,128.57,SOBRECARGA
59493,17668.0,460,4,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Direcc. de Gestión Inmobiliaria Oper. San Isidro,OPERADOR CENTRO CONTROL 24 HRS L/D (3 TURNOS),59493_17668_460,59493,17668,460,3.5,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Direcc. de Gestión Inmobiliaria Oper. San Isidro,OPERADOR CENTRO CONTROL 24 HRS L/D (3 TURNOS),ZONA C6,ZONA CENTRO,0.5,114.29,SOBRECARGA
89419,25672.0,291,1,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Monitoreo de Llaves,SUPERVISOR CENTRO DE CONTROL 12 HRS L/D DÍA,89419_25672_291,89419,25672,291,1.1666666666666667,J&V Resguardo S.A.C.,PLUZ ENERGÍA PERÚ S.A.A.,Enel Distrib. Monitoreo de Llaves,SUPERVISOR CENTRO DE CONTROL 12 HRS L/D DÍA,ZONA N8,ZONA NORTE,-0.17,85.71,FALTA
163872,23475.0,G04,1,Liderman Servicios S.A.C.,INVERSIONES LAMBORE S.A.C.,CC Mega Plaza Chorrillos,AGENTE PARKING 09 HRS L/D DÍA,163872_23475_G04,163872,23475,G04,1.1666666666666667,Liderman Servicios S.A.C.,INVERSIONES LAMBORE S.A.C.,CC Mega Plaza Chorrillos,AGENTE PARKING 09 HRS L/D DÍA,ZONA PD3,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
24549,26382.0,95,7,J&V Resguardo S.A.C.,LIMA AIRPORT PARTNERS S.R.L.,LAP AIJC Pruebas ORAT,AGENTE SEGURIDAD 24 HRS L/D,24549_26382_95,24549,26382,95,7.0,J&V Resguardo S.A.C.,LIMA AIRPORT PARTNERS S.R.L.,LAP AIJC Pruebas ORAT,AGENTE SEGURIDAD 24 HRS L/D,ZONA A1,ZONA AVIACION,0.0,100.0,EXACTO
159268,22877.0,48,1,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS DEL EDIFICIO MADRID EMPRESARIAL,Edificio Madrid Empresarial,AGENTE SEGURIDAD 12 HRS L/S DÍA,159268_22877_48,159268,22877,48,1.0,J&V Resguardo S.A.C.,JUNTA DE PROPIETARIOS DEL EDIFICIO MADRID EMPRESAR,Edificio Madrid Empresarial,AGENTE SEGURIDAD 12 HRS L/S DÍA,ZONA S3,ZONA SUR,0.0,100.0,EXACTO
76928,26137.0,896,1,J&V Resguardo S.A.C.,INKA CASH SOCIEDAD ANONIMA CERRADA,Inka Cash Local Sucre Pueblo Libre,AGENTE SEGURIDAD 09 HRS L/V + 04 HRS SÁB DÍA,76928_26137_896,76928,26137,896,1.0,J&V Resguardo S.A.C.,INKA CASH SOCIEDAD ANONIMA CERRADA,Inka Cash Local Sucre Pueblo Libre,AGENTE SEGURIDAD 09 HRS L/V + 04 HRS SÁB DÍA,ZONA C8,ZONA CENTRO,0.0,100.0,EXACTO
70588,13228.0,41,1,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Cajamarca,AGENTE SEGURIDAD 12 HRS L/D DÍA,70588_13228_41,70588,13228,41,1.1666666666666667,J&V Resguardo S.A.C.,REAL PLAZA S.R.L.,Real Plaza Cajamarca,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION CAJAMARCA,REGION NORTE,-0.17,85.71,FALTA
59077,2581.0,151,1,J&V Resguardo S.A.C.,CLINICA INTERNACIONAL S A,Clínica Intl. Lima,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),59077_2581_151,59077,2581,151,1.1666666666666667,J&V Resguardo S.A.C.,CLINICA INTERNACIONAL S A,Clínica Intl. Lima,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),ZONA C5,ZONA CENTRO,-0.17,85.71,FALTA
,,,0,,,,,22739_3096_38,22739,3096,38,0.16666666666666666,J&V Resguardo S.A.C.,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,Binswanger Edificio Altavista San Isidro,AGENTE SEGURIDAD 12 HRS DOM NOCHE,ZONA C6,ZONA CENTRO,,,INDETERMINADO
98454,25172.0,O63,1,J&V Resguardo S.A.C.,XIMESA S.A.C.,Reyplast Patrimonial Lurín,JEFE DE EQUIPO PATRIMONIAL 08 HRS L/S DIA,98454_25172_O63,98454,25172,O63,1.0,J&V Resguardo S.A.C.,XIMESA S.A.C.,Reyplast Patrimonial Lurín,JEFE DE EQUIPO PATRIMONIAL 08 HRS L/S DIA,ZONA S7,ZONA SUR,0.0,100.0,EXACTO
54556,611.0,95,5,J&V Resguardo S.A.C.,MEGA LABS LATAM S.A.,Mega Labs Latam Sede Magdalena,AGENTE SEGURIDAD 24 HRS L/D,54556_611_95,54556,611,95,4.666666666666667,J&V Resguardo S.A.C.,MEGA LABS LATAM S.A.,Mega Labs Latam Sede Magdalena,AGENTE SEGURIDAD 24 HRS L/D,ZONA C11,ZONA CENTRO,0.33,107.14,SOBRECARGA
136081,16495.0,95,2,J&V Resguardo S.A.C.,PRODUCCIONES GANADERAS ANDINAS S.A.C.,PGA Establo Jequetepeque Trujillo,AGENTE SEGURIDAD 24 HRS L/D,136081_16495_95,136081,16495,95,2.3333333333333335,J&V Resguardo S.A.C.,PRODUCCIONES GANADERAS ANDINAS S.A.C.,PGA Establo Jequetepeque Trujillo,AGENTE SEGURIDAD 24 HRS L/D,REGION TRUJILLO,REGION NORTE,-0.33,85.71,FALTA
113623,10311.0,106,3,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Mina Inmaculada,JEFE DE GRUPO 24 HRS L/D,113623_10311_106,113623,10311,106,3.0,J&V Resguardo S.A.C.,COMPANIA MINERA ARES S.A.C.,Mina Inmaculada,JEFE DE GRUPO 24 HRS L/D,REGION AREQUIPA,REGION SUR,0.0,100.0,EXACTO
119803,26481.0,95,2,J&V Resguardo S.A.C.,DP WORLD CALLAO S.R.L.,DPW Callao Puerto Vehicular,AGENTE SEGURIDAD 24 HRS L/D,119803_26481_95,119803,26481,95,2.3333333333333335,J&V Resguardo S.A.C.,DP WORLD CALLAO S.R.L.,DPW Callao Puerto Vehicular,AGENTE SEGURIDAD 24 HRS L/D,ZONA N7,ZONA NORTE,-0.33,85.71,FALTA
76629,23482.0,M89,1,Liderman Servicios S.A.C.,ALTEK TRADING SOCIEDAD ANONIMA CERRADA-ALTEK TRADING S.A.C.,CC Mega Plaza Chimbote,SUPERVISOR PARKING 10 HRS L/D TARDE,76629_23482_M89,76629,23482,M89,1.1666666666666667,Liderman Servicios S.A.C.,ALTEK TRADING SOCIEDAD ANONIMA CERRADA-ALTEK TRADI,CC Mega Plaza Chimbote,SUPERVISOR PARKING 10 HRS L/D TARDE,ZONA PD3,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
120215,11843.0,95,4,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Kallpa Flores,AGENTE SEGURIDAD 24 HRS L/D,120215_11843_95,120215,11843,95,4.666666666666667,J&V Resguardo S.A.C.,KALLPA GENERACION S.A.,Kallpa Flores,AGENTE SEGURIDAD 24 HRS L/D,ZONA S5,ZONA SUR,-0.67,85.71,FALTA
9463,22063.0,K80,1,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Supervisores,SUPERVISOR MOTORIZADO 12 HRS L/S NOCHE,9463_22063_K80,9463,22063,K80,1.0,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Interbank Supervisores,SUPERVISOR MOTORIZADO 12 HRS L/S NOCHE,ZONA C8,ZONA CENTRO,0.0,100.0,EXACTO
143729,19748.0,95,2,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,Lab. AC Farma Residencia I La Molina,AGENTE SEGURIDAD 24 HRS L/D,143729_19748_95,143729,19748,95,2.3333333333333335,J&V Resguardo S.A.C.,LABORATORIOS AC FARMA S.A.,Lab. AC Farma Residencia I La Molina,AGENTE SEGURIDAD 24 HRS L/D,ZONA S6,ZONA SUR,-0.33,85.71,FALTA
94444,19771.0,95,2,J&V Resguardo S.A.C.,E & M S.R.L.,E & M Local Av. Comercial S/N - Lurin,AGENTE SEGURIDAD 24 HRS L/D,94444_19771_95,94444,19771,95,2.3333333333333335,J&V Resguardo S.A.C.,E & M S.R.L.,E & M Local Av. Comercial S/N - Lurin,AGENTE SEGURIDAD 24 HRS L/D,ZONA S7,ZONA SUR,-0.33,85.71,FALTA
22888,379.0,272,1,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Tienda Abancay (Controladores),CONTROLADOR 7,22888_379_272,22888,379,272,1.1666666666666667,J&V Resguardo S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,Hiraoka Tienda Abancay (Controladores),CONTROLADOR 7,ZONA CR1,ZONA RESGUARDOS,-0.17,85.71,FALTA
11134,6655.0,95,3,J&V Resguardo S.A.C.,REPRESENTACIONES TECNIMOTORS E I R L,Local Santa Clara,AGENTE SEGURIDAD 24 HRS L/D,11134_6655_95,11134,6655,95,2.3333333333333335,J&V Resguardo S.A.C.,REPRESENTACIONES TECNIMOTORS E I R L,Local Santa Clara,AGENTE SEGURIDAD 24 HRS L/D,ZONA C1,ZONA CENTRO,0.67,128.57,SOBRECARGA
62544,21913.0,106,3,J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,Farmindustria Planta Carlos Alayza Lince,JEFE DE GRUPO 24 HRS L/D,62544_21913_106,62544,21913,106,2.3333333333333335,J&V Resguardo S.A.C.,FARMINDUSTRIA S.A.,Farmindustria Planta Carlos Alayza Lince,JEFE DE GRUPO 24 HRS L/D,ZONA C6,ZONA CENTRO,0.67,128.57,SOBRECARGA
135347,16108.0,53,1,J&V Resguardo S.A.C.,ATLAS COPCO PERU S.A.C.,Atlas Copco Sede Los Frutales,AGENTE SEGURIDAD 12 HRS L/V (DÍA),135347_16108_53,135347,16108,53,1.0,J&V Resguardo S.A.C.,ATLAS COPCO PERU S.A.C.,Atlas Copco Sede Los Frutales,AGENTE SEGURIDAD 12 HRS L/V (DÍA),ZONA C3,ZONA CENTRO,0.0,100.0,EXACTO
,,,0,,,,,119512_26568_64,119512,26568,64,1.1666666666666667,J&V Resguardo S.A.C.,"ROMERO GUZMAN, JOSE EDUARDO",Residencia Romero 7,AGENTE SEGURIDAD 12 HRS SÁB Y DOM DÍA,ZONA RG1,ZONA RESIDENCIAS,,,INDETERMINADO
66812,7619.0,95,3,J&V Resguardo S.A.C.,DROCERSA S.A - DROCERSA,Drocersa Local Lurín,AGENTE SEGURIDAD 24 HRS L/D,66812_7619_95,66812,7619,95,2.3333333333333335,J&V Resguardo S.A.C.,DROCERSA S.A - DROCERSA,Drocersa Local Lurín,AGENTE SEGURIDAD 24 HRS L/D,ZONA S7,ZONA SUR,0.67,128.57,SOBRECARGA
62594,8910.0,Q40,1,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",Southern Perú Toquepala Brigada Respuesta Emergencias,SUPERVISOR DE BRIGADA 12 HRS L/D DIA,62594_8910_Q40,62594,8910,Q40,1.5,J&V Resguardo S.A.C.,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER",Southern Perú Toquepala Brigada Respuesta Emergencias,SUPERVISOR DE BRIGADA 12 HRS L/D DIA,REGION TACNA,REGION SUR,-0.5,66.67,FALTA
,,,0,,,,,67486_26366_118,67486,26366,118,2.0,J&V Resguardo S.A.C.,STATKRAFT PERU S.A.,Serv. Adic. Statkraf Site Sepaex Resguardos,RESGUARDO 12 HRS L/S (DÍA),ZONA CR1,OTROS,,,INDETERMINADO
119803,21144.0,J42,1,J&V Resguardo S.A.C.,DP WORLD CALLAO S.R.L.,DPW Callao Puerto Operaciones,COORDINADOR GENERAL 12 HRS L/V DÍA,119803_21144_J42,119803,21144,J42,1.0,J&V Resguardo S.A.C.,DP WORLD CALLAO S.R.L.,DPW Callao Puerto Operaciones,COORDINADOR GENERAL 12 HRS L/V DÍA,ZONA N7,ZONA NORTE,0.0,100.0,EXACTO
89650,4330.0,95,3,J&V Resguardo S.A.C.,ACEROS Y TECHOS S.A.,Acetesa Local Lurín Lotes 2 y 3,AGENTE SEGURIDAD 24 HRS L/D,89650_4330_95,89650,4330,95,4.666666666666667,J&V Resguardo S.A.C.,ACEROS Y TECHOS S.A.,Acetesa Local Lurín Lotes 2 y 3,AGENTE SEGURIDAD 24 HRS L/D,ZONA S7,ZONA SUR,-1.67,64.29,FALTA
8330,23858.0,41,1,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,San Fernando El Tambo Sede Huancayo,AGENTE SEGURIDAD 12 HRS L/D DÍA,8330_23858_41,8330,23858,41,1.1666666666666667,J&V Resguardo S.A.C.,SAN FERNANDO S.A.,San Fernando El Tambo Sede Huancayo,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION JUNIN,REGION CENTRO,-0.17,85.71,FALTA
,,,0,,,,,59493_9515_097,59493,9515,097,1.1666666666666667,J&V Resguardo S.A.C.,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PUCP Idiomas Chacarilla,JEFE DE GRUPO 12 HRS L/D DÍA,ZONA S3,ZONA SUR,,,INDETERMINADO
118082,11509.0,95,2,J&V Resguardo S.A.C.,SUPERVAN S.A.C.,Supervan Gambetta,AGENTE SEGURIDAD 24 HRS L/D,118082_11509_95,118082,11509,95,2.3333333333333335,J&V Resguardo S.A.C.,SUPERVAN S.A.C.,Supervan Gambetta,AGENTE SEGURIDAD 24 HRS L/D,ZONA N4,ZONA NORTE,-0.33,85.71,FALTA
54550,23334.0,M59,1,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede Los Olivos Parking,SUPERVISOR PARKING 08 HRS L/D TARDE,54550_23334_M59,54550,23334,M59,1.1666666666666667,Liderman Servicios S.A.C.,HIPERMERCADOS TOTTUS S.A.,Tottus Sede Los Olivos Parking,SUPERVISOR PARKING 08 HRS L/D TARDE,ZONA PD2,ZONA PARKING Y DELIVERY,-0.17,85.71,FALTA
,,,0,,,,,9463_26648_41,9463,26648,41,1.1666666666666667,J&V Resguardo S.A.C.,BANCO INTERNACIONAL DEL PERU-INTERBANK,Serv. Adic. Interbank 400 Tienda Ica,AGENTE SEGURIDAD 12 HRS L/D DÍA,REGION ICA,REGION SUR,,,INDETERMINADO
23973,10934.0,95,2,J&V Resguardo S.A.C.,MEDIFARMA S A,Medifarma Residencia San Isidro,AGENTE SEGURIDAD 24 HRS L/D,23973_10934_95,23973,10934,95,2.3333333333333335,J&V Resguardo S.A.C.,MEDIFARMA S A,Medifarma Residencia San Isidro,AGENTE SEGURIDAD 24 HRS L/D,ZONA RG2,ZONA RESIDENCIAS,-0.33,85.71,FALTA
